author,avg_rating,genres,language,num_pages,num_ratings,num_reviews,price,publish_date,rating_1,rating_2,rating_3,rating_4,rating_5,title
L.A. Weatherly,3.88,"Romance, Fiction, Young Adult, Fantasy, Paranormal, Angels, Urban Fantasy, Teen, Supernatural, Paranormal Romance",English,512.0,30746,2262,$0.99,2010-10-01 00:00:00,983,2403,6900,9625,10835,Angel
Willa Cather,3.89,"Fiction, Historical Fiction, Literature, Historical, Classics",English,297.0,26475,2296,$5.17,1990-06-16 00:00:00,630,1713,6024,9574,8534,Death Comes for the Archbishop
Ernest Hemingway,3.74,"Novels, Literature, Classics, Fiction",English,248.0,15528,999,$58.36,2003-04-26 00:00:00,401,1363,4241,5452,4071,The Garden of Eden
Cormac McCarthy,4.12,"Novels, Literature, Westerns, Fiction",English,426.0,27196,1750,$12.14,1994-06-07 00:00:00,202,860,4753,10909,10472,The Crossing
Kerstin Gier,4.18,"Romance, Fantasy, Young Adult, Science Fiction, Time Travel",German,389.0,63654,4839,$15.03,2010-01-05 00:00:00,431,1871,10316,24254,26782,Saphirblau
André Aciman,4.28,"Romance, LGBT, Contemporary, Fiction",English,248.0,107919,12986,$0.99,2007-01-23 00:00:00,1727,4152,13440,31559,57041,Call Me by Your Name
Hanya Yanagihara,4.3,"LGBT, Contemporary, Fiction",English,720.0,140323,21742,$5.04,2015-03-10 00:00:00,3980,6090,14767,35056,80430,A Little Life
Jo Nesbø,4.01,"Mystery, Fiction, Mystery Thriller, Thriller, Crime",English,383.0,90983,7538,$11.34,2011-05-10 00:00:00,1108,3779,17394,39367,29335,The Snowman
Robert Jordan,4.15,"Fantasy, Science Fiction Fantasy, Epic Fantasy, Fiction",English,912.0,119466,2284,$15.72,1994-07-04 00:00:00,927,3669,20869,45053,48948,The Fires of Heaven
Jennifer Donnelly,3.83,"Mystery, Fiction, Historical Fiction, Young Adult, Historical",English,396.0,35127,3362,$12.97,2004-09-01 00:00:00,707,2244,8941,13672,9563,A Northern Light
Shannon Messenger,4.46,"Fantasy, Young Adult, Childrens, Middle Grade, Adventure",English,496.0,16753,2010,$6.07,2012-10-02 00:00:00,297,444,1337,3800,10875,Keeper of the Lost Cities
Annette Curtis Klause,3.77,"Romance, Werewolves, Young Adult, Fantasy, Paranormal, Urban Fantasy, Shapeshifters",English,264.0,36531,2176,$5.27,1999-09-07 00:00:00,1236,3389,9283,11080,11543,Blood and Chocolate
Lemony Snicket,4.03,"Young Adult, Childrens, Fantasy, Fiction",English,259.0,110830,2987,$4.91,2001-02-20 00:00:00,946,4537,24829,40830,39688,The Ersatz Elevator
R.A. Salvatore,4.34,"Fantasy, Dungeons and Dragons, Forgotten Realms, Fiction",English,808.0,24251,471,$12.75,2000-02-01 00:00:00,189,670,3104,7141,13147,The Dark Elf Trilogy Collector's Edition
E.B. White,4.07,"Childrens, Classics, Fiction",English,252.0,63228,2022,$0.99,2000-10-03 00:00:00,1019,2762,12785,20675,25987,The Trumpet of the Swan
Terry Pratchett,4.04,"Fantasy, Humor, Fiction",English,424.0,58083,1462,$19.70 to $28.99,1999-04-26 00:00:00,218,2044,13245,22375,20201,Soul Music
John Fante,4.12,"Fiction, Literature, Novels, Classics, American",English,165.0,24376,1685,"$2,000.00",2006-02-07 00:00:00,259,947,4174,9138,9858,Ask the Dust
Ivan Goncharov,4.03,"Fiction, Russia, Literature, Cultural, Russian Literature, Classics",English,586.0,25237,760,$15.30,2006-10-12 00:00:00,570,1466,4655,8401,10145,Oblomov
Maria V. Snyder,4.06,"Fantasy, Romance, Magic, Young Adult",English,392.0,63563,4430,$6.85,2006-09-26 00:00:00,508,2483,12598,25240,22734,Magic Study
Amy Harmon,4.34,"Romance, Contemporary, Young Adult, Military Fiction, War, Contemporary Romance",English,405.0,50676,7210,$5.55,2013-10-12 00:00:00,770,1617,5793,13860,28636,Making Faces
Anne Rice,3.72,"Fiction, Fantasy, Paranormal, Horror, Vampires",English,468.0,76260,1318,$5.60,2005-04-26 00:00:00,1456,6772,23395,24895,19742,The Tale of the Body Thief
Patrick O'Brian,4.1,"Fiction, Historical Fiction, Historical, Classics, Adventure",English,411.0,40583,2860,$9.99,1990-08-17 00:00:00,654,1910,7010,13970,17039,Master and Commander
Mary E. Pearson,4.04,"Fantasy, Romance, Young Adult",English,492.0,68937,9599,$5.16,2014-07-08 00:00:00,1653,3635,11826,25207,26616,The Kiss of Deception
Veronica Rossi,4.16,"Romance, Young Adult, Fantasy, Dystopia, Science Fiction",English,341.0,65293,4308,$18.08,2013-01-08 00:00:00,1031,2089,10221,24089,27863,Through the Ever Night
Irvin D. Yalom,4.3,"Fiction, Historical Fiction, Literature, Philosophy, Historical, Novels, Psychology",English,310.0,34982,2078,$37.20,2005-01-04 00:00:00,295,929,4332,11946,17480,When Nietzsche Wept
Sherrilyn Kenyon,4.22,"Romance, Fantasy, Paranormal, Urban Fantasy, Vampires, Paranormal Romance",English,309.0,66816,2638,$19.86,2009-09-15 00:00:00,856,2245,10162,21765,31788,Night Pleasures
Christine M. Knight,4.21,,,338.0,71,55,$22.29,2013-10-14 00:00:00,4,4,9,10,44,Life Song
Sarah Dunant,3.8,"Fiction, Historical Fiction, Art, Cultural, Historical, Italy",English,427.0,87893,3158,$97.78,2004-11-30 00:00:00,1969,5875,23678,32240,24131,The Birth of Venus
Ken Follett,4.32,"Historical, Fiction, Historical Fiction",English,940.0,108874,7473,$12.83,2012-09-18 00:00:00,570,2033,12584,40590,53097,Winter of the World
Michael Crichton,3.74,"Science Fiction, Thriller, Fiction",English,507.0,150097,3061,$5.46,2003-11-11 00:00:00,2629,12033,44180,53427,37828,Prey
Jules Verne,4.1,"Adventure, Classics, Science Fiction, Fiction",English,723.0,39156,1415,"$1,395.00",2004-04-27 00:00:00,455,1548,7646,13541,15966,The Mysterious Island
Jostein Gaarder,4.17,"Mystery, Fiction, Fantasy, Young Adult, Philosophy, Novels",English,309.0,19265,1190,$3.68,1996-06-01 00:00:00,211,732,3259,6496,8567,The Solitaire Mystery: A Novel About Family and Destiny
Jerry Spinelli,3.82,"Romance, Contemporary, Fiction, Young Adult, Realistic Fiction",English,288.0,36763,3047,$6.84,2007-08-14 00:00:00,869,2994,9606,11880,11414,"Love, Stargirl"
Jennifer L. Armentrout,4.48,"Romance, Young Adult, Fantasy, Paranormal, Mythology",English,297.0,29949,2977,$1.28,2013-11-02 00:00:00,207,594,2662,7589,18897,Sentinel
