title,avg_rating,genres,author,num_pages,price,publish_date,rating_1,rating_2,rating_3,rating_4,rating_5
Under the Never Sky,4,"Romance, Young Adult, Fantasy, Dystopia, Science Fiction",Veronica Rossi,374,$9.19,2/7/2012,3032,5273,18755,37040,38520
Crooked Kingdom,4.62,"Fantasy, Young Adult",Leigh Bardugo,536,$4.99,9/27/2016,280,885,5992,28088,81068
The Portrait of a Lady,3.77,"Fiction, Classics, Literature, 19th Century",Henry James,797,$5.49,9/30/2003,2126,5330,16704,22358,18783
Underworld,3.92,"Fiction, Literature, Literary Fiction, Novels, American",Don DeLillo,827,$29.95,4/26/1999,906,1844,4685,8120,9044
"Look Homeward, Angel",3.94,"Novels, Literature, Classics, Fiction",Thomas Wolfe,644,$475.00,10/10/2006,354,806,2319,4057,4248
The Purpose Driven Life: What on Earth Am I Here for?,3.92,"Christianity, Nonfiction, Spirituality, Self Help, Religion, Christian",Rick Warren,334,$21.10,2/1/2007,11101,14699,38410,55528,84519
Guards! Guards!,4.33,"Fantasy, Humor, Fiction",Terry Pratchett,376,$23.22,8/26/2001,1011,2035,16818,50505,70862
Flatland: A Romance of Many Dimensions,3.82,"Fiction, Mathematics, Science Fiction, Science, Classics",Edwin A. Abbott,96,$141.98,9/21/1992,1111,3331,11712,17128,13132
To Live and Die in Fantasyland,4.33,Fantasy,Ben Peller,320,$4.69,5/1/2013,0,0,9,41,38
The Executioner's Song,4.06,"True Crime, Mystery, Crime, Nonfiction",Norman Mailer,1056,$14.75,4/28/1998,299,766,2996,6348,6524
The City of Dreaming Books,4.36,"Fiction, Writing, Fantasy, Humor, European Literature, German Literature, Books About Books",Walter Moers,461,$5.85,3/1/2007,183,418,1554,3820,7858
The Indigo Spell,4.39,"Paranormal, Vampires, Romance, Young Adult, Fantasy",Richelle Mead,401,$18.88,2/12/2013,620,1499,9409,26330,48122
The Battle of the Labyrinth,4.39,"Fiction, Young Adult, Mythology, Fantasy",Rick Riordan,361,$10.17,3/6/2008,2794,8995,69512,196468,339459
Anansi Boys,4.02,"Fiction, Urban Fantasy, Mythology, Fantasy",Neil Gaiman,387,$200.00,9/26/2006,1326,6106,35360,75680,55347
The Agony and the Ecstasy,4.07,"Historical Fiction, Historical, Cultural, Classics, Art, Fiction, Italy",Irving Stone,776,$400.00,3/3/1987,2507,3325,12070,23748,31255
The Wise Man's Fear,4.58,"Fiction, Epic Fantasy, Fantasy",Patrick Rothfuss,994,$145.00,3/1/2011,1976,4998,22077,82594,242916
The Wonderful Wizard of Oz,3.99,"Childrens, Audiobook, Classics, Middle Grade, Fiction, Magic, Literature, Young Adult, Adventure, Fantasy",L. Frank Baum,154,$29.00,4/26/1995,5165,15660,73851,109183,116087
The Sea of Tranquility,4.32,"Abuse, New Adult, Contemporary, Romance, Fiction, Young Adult, Sociology",Katja Millay,426,$2.99,11/13/2012,1469,2555,8335,20082,41600
Forrest Gump,4.06,"Humor, Historical Fiction, Historical, Movies, Classics, Fiction, Media Tie In",Winston Groom,248,$12.89,10/1/2002,1652,3312,9276,16817,24232
The Goldfinch,3.9,"Fiction, Contemporary, Literary Fiction",Donna Tartt,771,$6.99,10/22/2013,23012,41956,111300,185959,206116
Bastard Out of Carolina,4.1,"Fiction, Young Adult, Southern, Coming Of Age, Novels, Classics, American",Dorothy Allison,320,$3.18,9/6/2005,473,1301,6144,14114,13863
Seduced in the Dark,4.29,"Romance, Adult Fiction, Adult, BDSM, Dark, Erotica",C.J. Roberts,505,$12.99,8/30/2012,1194,1888,6153,13853,28803
A Court of Wings and Ruin,4.5,"Fantasy, New Adult, Romance, Young Adult",Sarah J. Maas,699,$19.99,5/2/2017,1354,3462,12697,38381,103051
Fear,4.24,"Young Adult, Dystopia, Science Fiction",Michael  Grant,509,"$1,299.99",4/3/2012,639,1410,5831,13180,20529
The Sorcerer in the North,4.26,"Fantasy, Adventure, Fiction, Young Adult",John Flanagan,304,$9.87,6/25/2009,532,1160,7794,18013,25715
UnWholly,4.25,"Young Adult, Dystopia, Science Fiction",Neal Shusterman,416,$8.39,8/28/2012,447,1032,5884,16189,20224
The Call of Cthulhu and Other Weird Stories,4.22,"Short Stories, Fiction, Fantasy, Science Fiction, Horror, Classics",H.P. Lovecraft,420,$4.90,10/1/1999,293,1006,4873,11639,15045
"84, Charing Cross Road",4.19,"Nonfiction, Books About Books, European Literature, Historical, Adult, Classics, Memoir, British Literature, Biography, Biography Memoir, History, Autobiography, Writing",Helene Hanff,97,$10.17,10/1/1990,212,939,5605,14163,15047
Twenties Girl,3.82,"Romance, Womens Fiction, Contemporary, Fiction, Chick Lit",Sophie Kinsella,435,$11.29,7/21/2009,4188,10472,35104,47445,43304
Medea,3.85,"Fiction, Fantasy, Academic, Literature, Theatre, Read For School, Tragedy, School, Plays, Mythology, Drama, Classics",Euripides,59,$3.34,4/19/1993,799,3360,12784,17065,14656
Water for Elephants,4.08,"Fiction, Romance, Historical Fiction, Historical",Sara Gruen,335,$4.91,5/1/2007,18346,54296,220464,463699,482182
A Streetcar Named Desire,3.98,"Academic, School, Classics, Drama, Plays, Fiction",Tennessee Williams,107,$14.95,12/1/1952,4220,13263,52604,87757,86866
Candide,3.76,"Cultural, Classics, Fiction, Literature, Philosophy, France",Voltaire,129,$193.59,1/1/1991,5554,16165,51794,68602,54299
Honor and Polygamy,4.24,"History, Polyamory, Nonfiction, Polygamy",Omar Farhad,132,$11.21,5/7/2014,8,8,13,35,90
Extras,3.59,"Young Adult, Dystopia, Science Fiction",Scott Westerfeld,417,$29.95,10/2/2007,3614,11668,29158,29035,23569
A Distant Mirror:  The Calamitous 14th Century,4.08,"Nonfiction, History, European History, Historical, Medieval History, Medieval",Barbara W. Tuchman,677,$8.44,7/12/1987,860,1177,4377,9324,11599
The Cadaver Factory,4.36,"Mystery, Contemporary, Fiction, Science Fiction, Thriller, Suspense, Horror, Crime",Kenneth Jarrett Singleton,52,$100.00,11/28/2004,2,1,24,85,114
Musashi,4.45,"Asian Literature, Japan, Fiction, Historical Fiction, Cultural, Historical, Japanese Literature, Classics",Eiji Yoshikawa,970,$40.00,7/14/1995,73,218,1266,3627,7800
A Discovery of Witches,4,"Paranormal, Witches, Vampires, Romance, Fiction, Fantasy",Deborah Harkness,579,$4.19,2/26/2011,11158,19790,52034,95481,124282
Clockwork Prince,4.45,"Young Adult, Romance, Paranormal, Fantasy",Cassandra Clare,502,$10.22,12/6/2011,4511,7787,35975,102206,241621
The Illuminatus! Trilogy,4.01,"Humor, Fiction, Fantasy, Science Fiction, Philosophy",Robert Shea,805,$9.73,12/26/1983,459,923,2514,4133,5826
Mythology: Timeless Tales of Gods and Heroes,3.99,"Nonfiction, Classics, History, Mythology, Fantasy",Edith Hamilton,497,$20.95,9/14/1998,642,1831,8550,15310,13770
The Subtle Knife,4.12,"Fiction, Young Adult, Fantasy",Philip Pullman,326,$6.32,7/22/1997,4234,12472,52979,110826,128622
The Tin Drum,3.96,"European Literature, Historical Fiction, Historical, German Literature, Cultural, Classics, Germany, Fiction, Literature",GÃ_nter Grass,580,$3.28,4/26/2005,1176,2428,6577,11912,13469
Bloodfever,4.29,"Paranormal Romance, Urban Fantasy, Paranormal, Fairies, Romance, Fae, Fantasy",Karen Marie Moning,303,$3.99,10/16/2007,483,2005,11541,30645,42304
Darkfever,4.12,"Paranormal Romance, Urban Fantasy, Paranormal, Fairies, Romance, Fae, Fantasy",Karen Marie Moning,309,$17.80,10/31/2006,3431,6698,23369,42719,63228
The Complete Maus,4.55,"Nonfiction, Graphic Novels, Sequential Art, Comics, Biography, History",Art Spiegelman,296,$23.70,10/2/2003,425,1191,7393,28957,70514
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.08,"Self Help, Nonfiction, Leadership, Personal Development, Psychology, Business",Stephen R. Covey,372,$0.99,11/9/2004,10825,19948,70922,132073,177651
The Prime of Miss Jean Brodie,3.75,"Fiction, Historical Fiction, Scotland, Historical, Cultural, Classics",Muriel Spark,150,$10.08,2/3/1999,780,2962,10466,13943,9350
Diary of a Wimpy Kid,3.97,"Fiction, Humor, Young Adult, Childrens, Realistic Fiction",Jeff Kinney,217,$12.62,4/1/2007,13626,23432,65764,86566,143673
If You Give a Mouse a Cookie,4.25,"Childrens, Picture Books",Laura Joffe Numeroff,40,$16.08,10/6/2015,3967,8990,35908,56708,123259
From Hell,4.16,"Graphic Novels, Fiction, Historical Fiction, Graphic Novels Comics, Comics, Historical, Sequential Art, Horror",Alan Moore,576,"$1,299.00",4/26/2007,474,1303,4618,9939,13508
The Runaway Bunny,4.11,"Childrens, Picture Books",Margaret Wise Brown,48,$7.36,1/24/2017,1748,3255,10852,15752,29062
A Dance with Dragons,4.32,"Fiction, Epic Fantasy, Fantasy",George R.R. Martin,1125,$9.99,7/12/2011,2763,11332,60326,167356,250441
Poison Study,4.15,"Romance, Magic, Fiction, Young Adult, Fantasy",Maria V. Snyder,409,$11.14,3/1/2007,1863,4597,19675,45390,52743
Since You've Been Gone,4.15,"Young Adult, Romance, Contemporary",Morgan Matson,464,$16.77,5/6/2014,1394,3152,12747,29413,35609
Dead Until Dark,3.96,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",Charlaine Harris,292,$10.98,5/1/2001,12139,27120,101639,156574,174337
Identical,4.32,"Young Adult, Poetry, Contemporary, Fiction",Ellen Hopkins,565,$12.84,8/26/2008,800,1861,6847,13728,29985
The Last Temptation of Christ,4.16,"Fiction, Historical Fiction, Literature, Religion, Historical, Classics",Nikos Kazantzakis,506,$7.88,3/1/1998,189,423,1697,3768,4884
Horton Hears a Who!,4.17,"Picture Books, Fiction, Humor, Fantasy, Childrens, Animals, Classics, Kids, Juvenile, Poetry",Dr. Seuss,64,$4.87,10/10/1990,1220,3465,16244,25820,41980
Wildwood Dancing,4.09,"Romance, Fiction, Fantasy, Young Adult, Fairy Tales",Juliet Marillier,407,$5.95,1/23/2007,395,1123,4649,8785,10313
Giovanni's Room,4.23,"GLBT, Fiction, Queer, LGBT, Gay, Novels, Classics",James Baldwin,159,$4.95,6/26/2000,545,1325,5779,15125,19621
Enna Burning,3.97,"Fantasy, Fiction, Romance, Young Adult",Shannon Hale,317,$20.85,9/1/2006,296,1578,8466,14358,11579
Freedom,3.74,"Novels, Literature, Contemporary, Fiction",Jonathan Franzen,562,$4.79,8/31/2010,6398,12367,31588,51888,39178
A Breath of Snow and Ashes,4.44,"Historical Fiction, Historical, Romance, Fiction, Science Fiction, Time Travel, Fantasy",Diana Gabaldon,980,$40.94,8/29/2006,513,1892,12273,35985,70474
Six of Crows,4.47,"LGBT, Audiobook, Young Adult Fantasy, Romance, High Fantasy, Fiction, Magic, Young Adult, Adventure, Fantasy",Leigh Bardugo,462,$4.99,9/29/2015,1907,3357,15028,55140,117287
The Razor's Edge,4.19,"Fiction, Classics, Literature",W. Somerset Maugham,314,$450.00,9/9/2003,252,1035,5092,12331,13981
Cloudy With a Chance of Meatballs,4.16,"Childrens, Picture Books, Fiction",Judi Barrett,32,$6.30,4/1/1982,1829,4992,20934,32386,54596
Prodigy,4.28,"Science Fiction, Dystopia, Young Adult, Romance",Marie Lu,371,$11.28,1/29/2013,1332,4266,24311,64391,87614
The Aeneid,3.83,"Academic, Epic, School, Classics, Fiction, Literature, Poetry, Ancient, Classic Literature, Mythology, Fantasy",Virgil,442,$25.80,6/16/1990,1746,7098,26172,32806,28935
Magic Study,4.06,"Fantasy, Romance, Magic, Young Adult",Maria V. Snyder,392,$6.85,9/26/2006,508,2483,12598,25240,22734
The Millennium Trilogy,4.47,"Suspense, Mystery, Contemporary, Mystery Thriller, Adult, Fiction, Crime, Literature, Thriller, Novels",Stieg Larsson,1531,$21.03,5/25/2010,313,595,3158,13037,25173
Left Behind,3.83,"Religion, Fiction, Christian, Christian Fiction, Fantasy",Tim LaHaye,342,$12.62,9/1/2000,14085,14640,34534,48450,73826
Beg For Mercy,4.36,"Adult Fiction, Dark, Erotica",Lucian Bane,233,$6.49,8/17/2015,17,24,80,120,415
The End of Eternity,4.23,"Time Travel, Science Fiction, Fiction",Isaac Asimov,192,$6.00,10/1/1971,190,934,5868,13959,17011
It Ends with Us,4.4,"Romance, Fiction, New Adult, Contemporary",Colleen Hoover,385,$8.52,8/2/2016,1892,3781,14454,40678,87595
The Witch of Blackbird Pond,3.98,"Historical Fiction, Historical, Childrens, Classics, Fiction, Young Adult",Elizabeth George Speare,256,$5.99,5/15/1978,2380,6154,26956,44355,44101
Incarceron,3.64,"Fantasy, Dystopia, Science Fiction, Young Adult",Catherine Fisher,458,$5.60,5/3/2007,2072,5488,15281,18764,12927
Trickster's Queen,4.29,"Fantasy, Fiction, Young Adult",Tamora Pierce,469,$4.16,10/11/2005,390,1421,7308,15997,26195
Dead as a Doornail,4.01,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",Charlaine Harris,297,$11.33,4/25/2006,1093,6410,44230,72841,63061
Deity,4.39,"Romance, Young Adult, Fantasy, Paranormal, Mythology",Jennifer L. Armentrout,330,$72.25,11/6/2012,596,993,4974,13715,27009
Feed,3.86,"Fiction, Dystopia, Science Fiction, Zombies, Horror",Mira Grant,599,$124.98,5/1/2010,2110,3776,9565,15750,16542
Beautiful Bastard,4.03,"Romance, Adult Fiction, Contemporary, Adult, New Adult, Erotica, Contemporary Romance",Christina Lauren,320,$10.28,2/12/2013,4321,7696,23676,41863,56428
How the Grinch Stole Christmas!,4.36,"Childrens, Classics, Fiction, Holiday, Picture Books, Christmas",Dr. Seuss,64,$16.62,10/4/2004,4449,8582,36235,70225,171368
Hopeless,4.31,"New Adult, Young Adult, Contemporary, Romance",Colleen Hoover,410,$10.41,12/19/2012,4615,8265,27495,64824,131688
A Court of Thorns and Roses,4.26,"New Adult, Young Adult, Romance, Fantasy",Sarah J. Maas,419,$8.12,5/5/2015,6369,12047,38924,92905,165666
The Moon is a Harsh Mistress,4.17,"Science Fiction, Classics, Fiction",Robert A. Heinlein,288,$600.00,3/14/2005,1032,3317,16266,34093,42697
We,3.94,"Russia, Cultural, Classics, Fiction, Science Fiction, Dystopia",Yevgeny Zamyatin,255,$21.60,4/26/1993,872,3339,12889,21670,18782
A Great and Terrible Beauty,3.79,"Historical Fiction, Historical, Fiction, Young Adult, Fantasy",Libba Bray,403,$6.84,12/9/2003,7017,17498,46831,60294,62108
The Name of This Book Is Secret,4.05,"Mystery, Fiction, Fantasy, Young Adult, Childrens, Middle Grade, Adventure",Pseudonymous Bosch,364,$3.94,10/1/2007,1125,2305,8829,14939,19264
Less Than Zero,3.58,"Novels, Contemporary, Fiction",Bret Easton Ellis,208,$8.00,6/9/2010,2098,6071,17238,20602,11638
The Epic of Gilgamesh,3.67,"Fiction, Fantasy, Literature, Classics, Mythology, Poetry",Anonymous,120,$19.47,5/4/2006,1897,6962,21671,22712,17917
Gabriel's Inferno,4.01,"Erotica, Contemporary, Adult, Romance, Contemporary Romance, Adult Fiction",Sylvain Reynard,506,$5.60,4/4/2011,5868,9055,22497,37549,59416
The Scorpio Races,4.09,"Romance, Fiction, Fantasy, Young Adult, Mythology",Maggie Stiefvater,409,$5.60,10/18/2011,2316,4295,13757,27799,37260
For Whom the Bell Tolls,3.96,"Historical Fiction, Historical, Classics, Fiction, Literature, War",Ernest Hemingway,471,$388.65,4/26/1995,5017,12965,47263,83688,79774
Acheron,4.59,"Paranormal Romance, Paranormal, Vampires, Romance, Fantasy",Sherrilyn Kenyon,728,$8.89,8/5/2008,500,926,3516,9393,37031
Leviathan,3.92,"Fiction, Historical Fiction, Fantasy, Young Adult, Science Fiction, Historical, Steampunk",Scott Westerfeld,440,$59.00,10/6/2009,2383,5074,16941,28347,27425
Survival in Auschwitz,4.31,"Nonfiction, History, Autobiography, Biography, World War II, Holocaust, Memoir, Classics",Primo Levi,187,$18.53,9/1/1995,369,866,4885,12999,19695
The Awakening / The Struggle,3.68,"Paranormal, Vampires, Romance, Young Adult, Fantasy",L.J. Smith,492,$3.59,6/26/2007,3781,8528,19489,19704,23791
O Pioneers!,3.86,"Fiction, Historical Fiction, Literature, Historical, Classics",Willa Cather,159,$9.40,4/26/1992,1069,2542,9781,16086,12273
Wide Sargasso Sea,3.58,"Fiction, Historical Fiction, Literature, Historical, Classics",Jean Rhys,190,$15.07,8/19/1992,1992,5962,16306,18474,11311
I Am the Messenger,4.08,"Fiction, Young Adult, Mystery, Contemporary",Markus Zusak,357,$8.94,5/9/2006,1704,5489,21880,44286,47140
Daddy-Long-Legs,4.12,"Romance, Fiction, Historical Fiction, Young Adult, Historical, Classics",Jean Webster,249,$109.99,4/26/1912,452,1278,6501,12570,14593
The Omnivore's Dilemma: A Natural History of Four Meals,4.18,"Nonfiction, Health, Food, History, Nutrition, Food and Drink, Science",Michael Pollan,450,$1.75,4/26/2006,1810,4896,23997,64085,68697
Alice in Zombieland,4.05,"Romance, Young Adult, Fantasy, Paranormal, Zombies, Horror",Gena Showalter,404,$9.78,9/25/2012,1471,2119,5932,10591,16250
A Suitable Boy,4.11,"India, Fiction, Historical Fiction, Historical, Cultural, Asian Literature, Indian Literature",Vikram Seth,1474,$8.60,10/4/2005,740,1750,6504,13358,16414
A Million Suns,4.03,"Young Adult, Romance, Dystopia, Science Fiction",Beth Revis,386,$2.18,1/10/2012,1048,2346,9728,17969,18848
Wallbanger,4.08,"Romance, Womens Fiction, Humor, Contemporary, Funny, Adult, New Adult, Chick Lit, Contemporary Romance",Alice Clayton,384,$12.94,11/27/2012,4025,8296,26543,50517,67276
Norwegian Wood,4.03,"Japanese Literature, Contemporary, Cultural, Japan, Romance, Fiction, Asian Literature",Haruki Murakami,296,$6.43,9/12/2000,3760,13159,51418,108930,97075
The Communist Manifesto,3.54,"Nonfiction, Politics, History, Economics, Philosophy, Classics",Karl Marx,288,$5.57,6/27/2002,4574,10044,26862,25610,20594
Turtles All the Way Down,4,"Young Adult, Contemporary, Fiction",John Green,288,$8.15,10/10/2017,2617,10240,42631,77645,70267
Apollyon,4.39,"Romance, Young Adult, Fantasy, Paranormal, Mythology",Jennifer L. Armentrout,343,$64.54,4/4/2013,280,851,4098,11718,21858
Crossing the Seas: A Diary of My Thoughts,4.43,Nonfiction,Yuehai Xiao,328,$18.78,10/8/2012,7,0,4,28,74
The Miracle of Forgiveness,4.36,"Christianity, Nonfiction, Church, Spirituality, Lds, Self Help, Religion",Spencer W. Kimball,376,$21.67,1/28/1997,489,373,1379,3481,8933
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15,"Mystery, Childrens, Middle Grade, Fiction, Young Adult",E.L. Konigsburg,178,$3.59,6/2/2003,2417,5972,28030,55881,72022
Stolen: A Letter to My Captor,3.93,"Romance, Fiction, Contemporary, Young Adult, Realistic Fiction",Lucy Christopher,304,$6.60,5/4/2009,1753,4653,12887,20126,22835
The Miraculous Journey of Edward Tulane,4.36,"Fantasy, Childrens, Middle Grade, Fiction",Kate DiCamillo,200,$3.94,2/14/2006,634,1586,8001,19651,37521
Bury My Heart at Wounded Knee: An Indian History of the American West,4.22,"Nonfiction, Historical, Classics, American History, History, North American Hi...",Dee Brown,509,$45.33,1/23/2001,760,1512,7495,18151,24600
On Writing: A Memoir of the Craft,4.33,"Nonfiction, Language, Memoir, Biography, Autobiography, Writing",Stephen King,320,$2.99,7/26/2002,1783,4059,22094,62504,96609
Bartleby the Scrivener,3.91,"Short Stories, Fiction, Literature, 19th Century, Classics, American",Herman Melville,80,$5.36,5/1/2004,810,2357,8636,14358,12369
The Awakening: Fate in Motion,4.32,"Contemporary, Fiction, Book Club, Young Adult, Childrens, Fantasy, Adult, Middle Grade, Novels, Drama, Adventure",Suzanne Boisvert,331,$15.00,9/15/2018,8,10,91,612,530
The Harry Potter Collection 1-4,4.67,"Fantasy, Fiction, Young Adult",J.K. Rowling,1500,$6.99,11/1/1999,339,432,2409,8488,36144
Slaughterhouse-Five,4.07,"Fiction, Classics, Science Fiction, War",Kurt Vonnegut,275,$287.47,1/12/1999,27179,50382,169794,339784,420900
Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,4.35,"Nonfiction, History, Adult, Aviation, Biography, Military Fiction, War, Adventure",Steve Snyder,376,$6.99,8/15/2014,0,1,114,505,509
Every Day,3.96,"Contemporary, Romance, Fiction, Young Adult, Fantasy",David Levithan,322,$5.86 to $5.96,8/28/2012,4027,10917,35701,61848,62563
Eighth Grade Bites,3.93,"Young Adult, Vampires, Paranormal, Fantasy",Heather Brewer,182,$10.98,8/16/2007,951,2429,7632,9377,12857
"I, Robot",4.19,"Science Fiction, Classics, Short Stories, Fiction",Isaac Asimov,224,$259.00,6/1/2004,1398,6001,39247,93461,100057
